genes	AML1	AML2	AML3	AML4	AML5	AML6	AML7	AML8	AML9	AML10	AML11	AML12	AML13	AML14	AML15	AML16	AML17	AML18	AML19	AML20	AML21	AML22	AML23	AML24	AML25	AML26	count
CPNE3	-2.251789222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.611073777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PRPF8	-1.139374111	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.495915808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
UQCRB	1.858835333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.520916362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
HLA-DOA	-1.851901833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.805972683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
BATF	1.332914278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.01062052	NA	2
PHF11	-1.625645222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690294073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RBM22	-1.278642278	NA	NA	NA	NA	2.124467546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ECT2	1.833783056	NA	-0.927660056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RASAL3	-1.924408056	0.972930944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
BAG3	1.139085889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.736309766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
BEX3	-2.630510167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.34667945	NA	NA	NA	NA	NA	2
EPM2AIP1	-1.352548389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.529635	NA	NA	NA	NA	NA	NA	2
ACVR1	-1.387722611	0.990256278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LPCAT2	2.0982855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.862280887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
GP9	-1.279118889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.622926563	NA	NA	NA	NA	NA	NA	NA	2
CCNF	1.991682667	-1.115770278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CDK14	1.435545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.646364205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
BPHL	1.373098056	NA	NA	-0.998786061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ROBO3	-1.453038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.493173926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
STMN3	1.131834944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.372638978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
MCUR1	1.122529333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58468774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RMI2	1.468503278	NA	-1.101526889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RSAD2	1.352992889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.366363688	NA	NA	NA	NA	NA	NA	NA	2
ZNF428	-1.139912889	NA	-1.246571806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
GAB2	-1.880065944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.365209056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
FABP5	1.387188056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.904478278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EIF3H	1.344735056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.497130841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DDAH1	1.196581722	NA	NA	NA	-0.868943238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ECI1	1.343385111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.616881854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CNTLN	-1.349623556	NA	NA	1.081467027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPOCK2	2.263283056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.114151312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SLC20A2	1.266867056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517611111	NA	NA	NA	NA	NA	NA	NA	NA	2
MPP6	1.133305889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.273224444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NEIL3	1.646885944	NA	NA	NA	NA	NA	NA	NA	NA	-0.554433547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RGS10	1.198749389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.427706076	NA	NA	2
ZNF518B	-1.123889333	NA	NA	NA	-1.059338627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TRAT1	1.398882333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.099970161	NA	NA	NA	NA	NA	2
SMIM19	1.49405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.802126945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
WASF3	1.576566111	NA	NA	-0.870092386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TNFRSF25	1.115619167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.237390833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TFCP2L1	1.384977444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.955301638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RHBDF1	-1.778798833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.788735028	NA	NA	2
MTFMT	1.181092278	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.34917525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PFN1	-1.404217	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.448552596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TRPV2	-1.437982333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.806584792	NA	NA	NA	NA	NA	NA	NA	NA	2
ACAT2	-1.457115944	-2.297820056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
MPP1	-1.269629056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.173246248	NA	NA	2
NIN	-1.550044333	NA	NA	-1.215138826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TUBB6	-1.423578778	NA	NA	NA	NA	NA	NA	NA	0.630779939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
MED28	-1.234503667	NA	NA	0.858740947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
MYL6B	-1.366300389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.140154188	NA	NA	NA	NA	NA	NA	NA	2
MMRN1	-1.765796167	NA	NA	NA	NA	NA	NA	NA	-0.783155321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CECR5	1.087582833	-0.927595333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
GPC2	-1.213343889	NA	NA	NA	NA	NA	NA	-0.471111099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
HES6	-1.474212333	-1.731370556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DDAH2	-1.893706556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.748477466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
MYOZ3	-1.298456167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.023447514	NA	NA	2
ANKRD35	1.372745167	NA	NA	NA	NA	NA	NA	-0.492442593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NCOA7	-1.544027889	2.649954222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
APOBEC3G	1.423309333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.325825444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TEX30	1.233135444	NA	NA	1.088008845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ZFP36L2	-1.086417222	-1.075486889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
HLA-H	-1.634040222	0.959804111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
FLNB	-1.164593222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.103373611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DHCR7	-1.308589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.573985667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DKFZP564C152	-1.495017556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.090814031	NA	NA	NA	NA	NA	NA	NA	2
COL2A1	1.6138665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.518680333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ZNF629	-1.570181611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.186621875	NA	NA	NA	NA	NA	NA	NA	2
GEMIN4	-1.148331	-1.049371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CEP135	-1.258591167	1.556943778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
GPAT3	-1.223591889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.223780333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TFB1M	1.548163	NA	NA	NA	NA	NA	NA	NA	NA	-0.496291254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
MTDH	1.407641167	NA	NA	NA	NA	NA	NA	NA	NA	-0.533690716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CDKAL1	1.125657722	NA	NA	1.067888864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RTN4IP1	1.207336056	NA	NA	1.556767159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NUF2	1.295304167	NA	-2.100704194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
POP1	1.354117556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.926348056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AGA	1.084106722	1.164359444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
HMGB2	1.661897222	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.789258831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
COPS3	-1.229328111	NA	NA	NA	NA	NA	NA	NA	NA	-0.58769818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
STYXL1	1.288904667	0.962881222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
GCSAML	2.243868889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.354847974	NA	NA	2
ALDH5A1	1.520885333	-1.254283167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NCAPD2	1.981935056	-1.035643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TESC	1.733516833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.658489301	NA	NA	NA	NA	2
ESAM	-1.154232	NA	NA	1.13090178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
WDR36	-1.2832275	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.343577407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
FLNC	1.910054111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.776466974	NA	NA	2
OXR1	1.338234944	NA	NA	1.056289773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RFC2	1.530331111	NA	NA	NA	NA	NA	NA	NA	NA	-0.563816124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RDH11	-1.172369	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.456786788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ARFGEF1	1.209319611	NA	NA	1.161050303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
H1F0	-3.616716222	2.294725056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
GLE1	1.113095556	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.412865566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SCAMP1	1.121469889	NA	NA	NA	1.052572193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
OAT	-1.265585556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.187606546	NA	NA	NA	NA	NA	2
ABCE1	-1.089466889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.100505841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
XIST	-2.258216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.44770611	2
C4orf3	-1.443603111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612673289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SC5D	-1.294642167	NA	NA	1.524841932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TMEM246	1.150541389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.124634907	2
MICAL1	-1.463633278	NA	NA	1.742632727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TCEB1	1.65667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.716013375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ADAM8	-2.817891278	1.84611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPC24	1.219704778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.939881906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CLOCK	1.439348444	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.382763018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
F12	1.237514556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.114295918	NA	NA	NA	NA	NA	2
DARS2	1.657897667	-0.890783389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RB1CC1	1.476526278	NA	NA	NA	0.801132613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PARP10	1.410308444	1.082932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PPP1CB	-1.136301778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.605268112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
BCL9	-1.4646235	NA	NA	NA	NA	NA	NA	NA	-0.409534852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
MANF	-1.255618	-1.130483389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PPA2	-1.108746389	NA	NA	NA	NA	NA	NA	NA	NA	-0.501941391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TMEM205	-1.084639611	NA	NA	0.87824072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TMEM200A	-1.367024611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.493842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AGO2	1.563010556	0.916105333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PPM1H	-1.730326167	NA	NA	NA	NA	NA	NA	NA	-0.65803048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
IDH3A	-1.104498111	NA	NA	0.891032311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ZBTB16	1.099305389	NA	NA	NA	NA	NA	NA	-0.475619247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AMY1C	-1.417641889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.124213228	NA	NA	NA	NA	NA	2
TCEA1	1.359031833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.346149556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DESI1	1.115459222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.325669889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ISG20	-2.439547556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.163443508	NA	NA	NA	NA	NA	2
FAM13B	-1.158058944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.873359668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
IPO8	-1.522237389	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.368171592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AARS2	1.312183389	NA	NA	NA	NA	NA	NA	0.484543569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
HES4	1.151833667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.658508734	2
KIF20B	1.091521833	NA	-1.117033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
FAM65B	1.251593611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.323783156	NA	NA	NA	NA	NA	NA	2
CLIP3	-1.529943444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.119288461	NA	NA	2
H3F3B	-1.101177444	1.207191222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EIF1AY	-1.703730944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.580523319	NA	NA	NA	NA	NA	2
HADH	NA	-1.085039167	NA	NA	NA	NA	NA	NA	NA	-0.695251665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NDUFB6	NA	-1.107875944	NA	NA	NA	NA	NA	NA	NA	-0.705687456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
WDHD1	NA	NA	NA	NA	NA	NA	NA	NA	-0.406218286	-0.976091214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PRR11	NA	NA	-1.605822972	NA	NA	NA	NA	NA	NA	-0.869595241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RPL19	NA	NA	NA	NA	NA	NA	NA	NA	-0.426354357	-0.563929492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TICRR	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.72288024	NA	NA	-1.765613576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SKA3	NA	NA	-1.043445472	NA	NA	NA	NA	NA	NA	-0.859731483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EPOR	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.517129725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.542116287	NA	NA	NA	NA	NA	2
HAUS6	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.75519782	-0.371111905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PSMA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.283413867	-0.61204003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
KEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.838928125	NA	NA	-1.545392145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CCDC50	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.003122343	NA	NA	NA	NA	NA	NA	NA	0.480782361	NA	NA	NA	NA	NA	NA	NA	NA	2
RYR3	NA	NA	NA	NA	-0.87068351	NA	NA	NA	NA	-0.881695849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
POGZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.560396347	-0.536599449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
PROSER1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.938908959	-0.669707286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
RAD50	NA	NA	NA	NA	-0.897351668	NA	NA	NA	NA	-0.628782565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
